Distrito,CABECERA DEL DISTRITO,MUNICIPIOS,SECCIÓN,TOTAL PADRÓN,TOTAL LISTA NOMINAL,CP
Distrito 12,ZIHUATANEJO DE AZUETA,ZIHUATANEJO DE AZUETA,1601,671,664,
Distrito 12,ZIHUATANEJO DE AZUETA,ZIHUATANEJO DE AZUETA,1605,580,575,
Distrito 12,ZIHUATANEJO DE AZUETA,ZIHUATANEJO DE AZUETA,1608,575,572,
Distrito 12,ZIHUATANEJO DE AZUETA,COAHUAYUTLA DE JOSE MARIA IZAZAGA,790,571,566,
Distrito 12,ZIHUATANEJO DE AZUETA,LA UNION DE ISIDORO MONTES DE OCA,2634,543,542,
Distrito 12,ZIHUATANEJO DE AZUETA,ZIHUATANEJO DE AZUETA,1621,535,531,
Distrito 12,ZIHUATANEJO DE AZUETA,ZIHUATANEJO DE AZUETA,1624,526,520,
Distrito 12,ZIHUATANEJO DE AZUETA,ZIHUATANEJO DE AZUETA,2798,516,514,
Distrito 12,ZIHUATANEJO DE AZUETA,COAHUAYUTLA DE JOSE MARIA IZAZAGA,793,504,501,
Distrito 12,ZIHUATANEJO DE AZUETA,COAHUAYUTLA DE JOSE MARIA IZAZAGA,789,503,500,
Distrito 12,ZIHUATANEJO DE AZUETA,COAHUAYUTLA DE JOSE MARIA IZAZAGA,794,499,497,
Distrito 12,ZIHUATANEJO DE AZUETA,ZIHUATANEJO DE AZUETA,1604,499,496,
Distrito 12,ZIHUATANEJO DE AZUETA,LA UNION DE ISIDORO MONTES DE OCA,2648,495,492,
Distrito 12,ZIHUATANEJO DE AZUETA,LA UNION DE ISIDORO MONTES DE OCA,2638,462,461,
Distrito 12,ZIHUATANEJO DE AZUETA,COAHUAYUTLA DE JOSE MARIA IZAZAGA,800,446,441,
Distrito 12,ZIHUATANEJO DE AZUETA,LA UNION DE ISIDORO MONTES DE OCA,2635,441,437,
Distrito 12,ZIHUATANEJO DE AZUETA,LA UNION DE ISIDORO MONTES DE OCA,2647,420,420,
Distrito 12,ZIHUATANEJO DE AZUETA,LA UNION DE ISIDORO MONTES DE OCA,2630,417,417,
Distrito 12,ZIHUATANEJO DE AZUETA,LA UNION DE ISIDORO MONTES DE OCA,2626,407,404,
Distrito 12,ZIHUATANEJO DE AZUETA,ZIHUATANEJO DE AZUETA,1591,404,399,
Distrito 12,ZIHUATANEJO DE AZUETA,LA UNION DE ISIDORO MONTES DE OCA,2625,395,393,
Distrito 12,ZIHUATANEJO DE AZUETA,LA UNION DE ISIDORO MONTES DE OCA,2650,371,366,
Distrito 12,ZIHUATANEJO DE AZUETA,COAHUAYUTLA DE JOSE MARIA IZAZAGA,808,356,355,
Distrito 12,ZIHUATANEJO DE AZUETA,ZIHUATANEJO DE AZUETA,1633,353,351,
Distrito 12,ZIHUATANEJO DE AZUETA,LA UNION DE ISIDORO MONTES DE OCA,2633,352,352,
Distrito 12,ZIHUATANEJO DE AZUETA,LA UNION DE ISIDORO MONTES DE OCA,2631,336,334,
Distrito 12,ZIHUATANEJO DE AZUETA,ZIHUATANEJO DE AZUETA,1622,335,333,
Distrito 12,ZIHUATANEJO DE AZUETA,LA UNION DE ISIDORO MONTES DE OCA,2637,321,321,
Distrito 12,ZIHUATANEJO DE AZUETA,LA UNION DE ISIDORO MONTES DE OCA,2629,315,309,
Distrito 12,ZIHUATANEJO DE AZUETA,LA UNION DE ISIDORO MONTES DE OCA,2627,304,304,
Distrito 12,ZIHUATANEJO DE AZUETA,COAHUAYUTLA DE JOSE MARIA IZAZAGA,797,302,302,
Distrito 12,ZIHUATANEJO DE AZUETA,LA UNION DE ISIDORO MONTES DE OCA,2628,301,301,
Distrito 12,ZIHUATANEJO DE AZUETA,COAHUAYUTLA DE JOSE MARIA IZAZAGA,795,299,297,
Distrito 12,ZIHUATANEJO DE AZUETA,COAHUAYUTLA DE JOSE MARIA IZAZAGA,815,299,297,
Distrito 12,ZIHUATANEJO DE AZUETA,LA UNION DE ISIDORO MONTES DE OCA,2646,298,298,
Distrito 12,ZIHUATANEJO DE AZUETA,LA UNION DE ISIDORO MONTES DE OCA,2653,291,290,
Distrito 12,ZIHUATANEJO DE AZUETA,COAHUAYUTLA DE JOSE MARIA IZAZAGA,804,275,275,
Distrito 12,ZIHUATANEJO DE AZUETA,COAHUAYUTLA DE JOSE MARIA IZAZAGA,791,269,269,
Distrito 12,ZIHUATANEJO DE AZUETA,COAHUAYUTLA DE JOSE MARIA IZAZAGA,805,243,242,
Distrito 12,ZIHUATANEJO DE AZUETA,COAHUAYUTLA DE JOSE MARIA IZAZAGA,813,237,237,
Distrito 12,ZIHUATANEJO DE AZUETA,COAHUAYUTLA DE JOSE MARIA IZAZAGA,801,224,221,
Distrito 12,ZIHUATANEJO DE AZUETA,LA UNION DE ISIDORO MONTES DE OCA,2645,211,208,
Distrito 12,ZIHUATANEJO DE AZUETA,COAHUAYUTLA DE JOSE MARIA IZAZAGA,796,203,202,
Distrito 12,ZIHUATANEJO DE AZUETA,COAHUAYUTLA DE JOSE MARIA IZAZAGA,814,203,202,
Distrito 12,ZIHUATANEJO DE AZUETA,ZIHUATANEJO DE AZUETA,1630,199,199,
Distrito 12,ZIHUATANEJO DE AZUETA,COAHUAYUTLA DE JOSE MARIA IZAZAGA,799,195,195,
Distrito 12,ZIHUATANEJO DE AZUETA,LA UNION DE ISIDORO MONTES DE OCA,2652,192,192,
Distrito 12,ZIHUATANEJO DE AZUETA,COAHUAYUTLA DE JOSE MARIA IZAZAGA,802,178,178,
Distrito 12,ZIHUATANEJO DE AZUETA,COAHUAYUTLA DE JOSE MARIA IZAZAGA,818,172,171,
Distrito 12,ZIHUATANEJO DE AZUETA,LA UNION DE ISIDORO MONTES DE OCA,2644,165,165,
Distrito 12,ZIHUATANEJO DE AZUETA,COAHUAYUTLA DE JOSE MARIA IZAZAGA,817,162,162,
Distrito 12,ZIHUATANEJO DE AZUETA,LA UNION DE ISIDORO MONTES DE OCA,2649,151,149,
Distrito 12,ZIHUATANEJO DE AZUETA,COAHUAYUTLA DE JOSE MARIA IZAZAGA,809,146,145,
Distrito 12,ZIHUATANEJO DE AZUETA,COAHUAYUTLA DE JOSE MARIA IZAZAGA,807,144,144,
Distrito 12,ZIHUATANEJO DE AZUETA,COAHUAYUTLA DE JOSE MARIA IZAZAGA,798,142,142,
Distrito 12,ZIHUATANEJO DE AZUETA,COAHUAYUTLA DE JOSE MARIA IZAZAGA,806,141,141,
Distrito 12,ZIHUATANEJO DE AZUETA,COAHUAYUTLA DE JOSE MARIA IZAZAGA,811,139,139,
Distrito 12,ZIHUATANEJO DE AZUETA,COAHUAYUTLA DE JOSE MARIA IZAZAGA,810,118,118,
Distrito 12,ZIHUATANEJO DE AZUETA,COAHUAYUTLA DE JOSE MARIA IZAZAGA,803,109,109,
Distrito 22,CHILAPA DE ALVAREZ,IGUALA DE LA INDEPENDENCIA,1480,5812,5743,
Distrito 22,CHILAPA DE ALVAREZ,IGUALA DE LA INDEPENDENCIA,1485,5238,5169,
Distrito 22,CHILAPA DE ALVAREZ,IGUALA DE LA INDEPENDENCIA,1495,3809,3760,
Distrito 22,CHILAPA DE ALVAREZ,IGUALA DE LA INDEPENDENCIA,1516,3501,3462,
Distrito 22,CHILAPA DE ALVAREZ,IGUALA DE LA INDEPENDENCIA,1484,3169,3132,
Distrito 22,CHILAPA DE ALVAREZ,IGUALA DE LA INDEPENDENCIA,1543,3123,3086,
Distrito 22,CHILAPA DE ALVAREZ,IGUALA DE LA INDEPENDENCIA,1500,2609,2569,
Distrito 22,CHILAPA DE ALVAREZ,IGUALA DE LA INDEPENDENCIA,1546,2245,2219,
Distrito 22,CHILAPA DE ALVAREZ,IGUALA DE LA INDEPENDENCIA,1499,2170,2139,
Distrito 22,CHILAPA DE ALVAREZ,IGUALA DE LA INDEPENDENCIA,1487,2060,2036,
Distrito 22,CHILAPA DE ALVAREZ,IGUALA DE LA INDEPENDENCIA,1517,2035,2005,
Distrito 22,CHILAPA DE ALVAREZ,IGUALA DE LA INDEPENDENCIA,1494,1838,1814,
Distrito 22,CHILAPA DE ALVAREZ,IGUALA DE LA INDEPENDENCIA,1492,1809,1784,
Distrito 22,CHILAPA DE ALVAREZ,IGUALA DE LA INDEPENDENCIA,1510,1780,1763,
Distrito 22,CHILAPA DE ALVAREZ,IGUALA DE LA INDEPENDENCIA,1534,1750,1721,
Distrito 22,CHILAPA DE ALVAREZ,IGUALA DE LA INDEPENDENCIA,1536,1729,1704,
Distrito 22,CHILAPA DE ALVAREZ,IGUALA DE LA INDEPENDENCIA,1535,1694,1669,
Distrito 22,CHILAPA DE ALVAREZ,IGUALA DE LA INDEPENDENCIA,1542,1661,1639,
Distrito 22,CHILAPA DE ALVAREZ,IGUALA DE LA INDEPENDENCIA,1486,1624,1601,
Distrito 22,CHILAPA DE ALVAREZ,IGUALA DE LA INDEPENDENCIA,1522,1599,1585,
Distrito 22,CHILAPA DE ALVAREZ,IGUALA DE LA INDEPENDENCIA,1491,1559,1543,
Distrito 22,CHILAPA DE ALVAREZ,IGUALA DE LA INDEPENDENCIA,1493,1479,1458,
Distrito 22,CHILAPA DE ALVAREZ,IGUALA DE LA INDEPENDENCIA,1532,1473,1445,
Distrito 22,CHILAPA DE ALVAREZ,IGUALA DE LA INDEPENDENCIA,1490,1410,1389,
Distrito 22,CHILAPA DE ALVAREZ,IGUALA DE LA INDEPENDENCIA,1524,1390,1374,
Distrito 22,CHILAPA DE ALVAREZ,IGUALA DE LA INDEPENDENCIA,1518,1382,1358,
Distrito 22,CHILAPA DE ALVAREZ,IGUALA DE LA INDEPENDENCIA,1550,1345,1324,
Distrito 22,CHILAPA DE ALVAREZ,IGUALA DE LA INDEPENDENCIA,1533,1327,1315,
Distrito 22,CHILAPA DE ALVAREZ,IGUALA DE LA INDEPENDENCIA,1538,1292,1274,
Distrito 22,CHILAPA DE ALVAREZ,IGUALA DE LA INDEPENDENCIA,1501,1290,1274,
Distrito 22,CHILAPA DE ALVAREZ,IGUALA DE LA INDEPENDENCIA,1527,1276,1259,
Distrito 22,CHILAPA DE ALVAREZ,IGUALA DE LA INDEPENDENCIA,1513,1238,1223,
Distrito 22,CHILAPA DE ALVAREZ,IGUALA DE LA INDEPENDENCIA,1537,1209,1191,
Distrito 22,CHILAPA DE ALVAREZ,IGUALA DE LA INDEPENDENCIA,1483,1199,1187,
Distrito 22,CHILAPA DE ALVAREZ,IGUALA DE LA INDEPENDENCIA,1515,1161,1146,
Distrito 22,CHILAPA DE ALVAREZ,IGUALA DE LA INDEPENDENCIA,1509,1127,1111,
Distrito 22,CHILAPA DE ALVAREZ,IGUALA DE LA INDEPENDENCIA,1512,1116,1093,
Distrito 22,CHILAPA DE ALVAREZ,IGUALA DE LA INDEPENDENCIA,1511,1113,1098,
Distrito 22,CHILAPA DE ALVAREZ,IGUALA DE LA INDEPENDENCIA,1526,1113,1097,
Distrito 22,CHILAPA DE ALVAREZ,IGUALA DE LA INDEPENDENCIA,1521,1070,1056,
Distrito 22,CHILAPA DE ALVAREZ,IGUALA DE LA INDEPENDENCIA,1523,1052,1042,
Distrito 22,CHILAPA DE ALVAREZ,IGUALA DE LA INDEPENDENCIA,1481,1030,1018,
Distrito 22,CHILAPA DE ALVAREZ,IGUALA DE LA INDEPENDENCIA,1531,1029,1021,
Distrito 22,CHILAPA DE ALVAREZ,IGUALA DE LA INDEPENDENCIA,1541,1029,1019,
Distrito 22,CHILAPA DE ALVAREZ,IGUALA DE LA INDEPENDENCIA,1489,1000,990,
Distrito 22,CHILAPA DE ALVAREZ,IGUALA DE LA INDEPENDENCIA,1488,937,922,
Distrito 22,CHILAPA DE ALVAREZ,IGUALA DE LA INDEPENDENCIA,1502,935,924,
Distrito 22,CHILAPA DE ALVAREZ,IGUALA DE LA INDEPENDENCIA,1508,926,917,
Distrito 22,CHILAPA DE ALVAREZ,IGUALA DE LA INDEPENDENCIA,1528,923,911,
Distrito 22,CHILAPA DE ALVAREZ,IGUALA DE LA INDEPENDENCIA,1544,895,885,
Distrito 22,CHILAPA DE ALVAREZ,IGUALA DE LA INDEPENDENCIA,1498,859,848,
Distrito 22,CHILAPA DE ALVAREZ,IGUALA DE LA INDEPENDENCIA,1540,831,818,
Distrito 22,CHILAPA DE ALVAREZ,IGUALA DE LA INDEPENDENCIA,1507,829,821,
Distrito 22,CHILAPA DE ALVAREZ,IGUALA DE LA INDEPENDENCIA,1519,827,813,
Distrito 22,CHILAPA DE ALVAREZ,IGUALA DE LA INDEPENDENCIA,1503,817,814,
Distrito 22,CHILAPA DE ALVAREZ,IGUALA DE LA INDEPENDENCIA,1482,807,791,
Distrito 22,CHILAPA DE ALVAREZ,IGUALA DE LA INDEPENDENCIA,1497,805,796,
Distrito 22,CHILAPA DE ALVAREZ,IGUALA DE LA INDEPENDENCIA,1505,775,770,
Distrito 22,CHILAPA DE ALVAREZ,IGUALA DE LA INDEPENDENCIA,1514,772,760,
Distrito 22,CHILAPA DE ALVAREZ,IGUALA DE LA INDEPENDENCIA,1520,768,761,
Distrito 22,CHILAPA DE ALVAREZ,IGUALA DE LA INDEPENDENCIA,1525,733,727,
Distrito 22,CHILAPA DE ALVAREZ,IGUALA DE LA INDEPENDENCIA,1530,695,690,
Distrito 22,CHILAPA DE ALVAREZ,IGUALA DE LA INDEPENDENCIA,1504,692,684,
Distrito 22,CHILAPA DE ALVAREZ,IGUALA DE LA INDEPENDENCIA,1529,683,673,
Distrito 22,CHILAPA DE ALVAREZ,IGUALA DE LA INDEPENDENCIA,1506,601,596,
Distrito 22,CHILAPA DE ALVAREZ,IGUALA DE LA INDEPENDENCIA,1549,600,588,
Distrito 22,CHILAPA DE ALVAREZ,IGUALA DE LA INDEPENDENCIA,1551,589,585,
Distrito 22,CHILAPA DE ALVAREZ,IGUALA DE LA INDEPENDENCIA,1553,473,469,
Distrito 22,CHILAPA DE ALVAREZ,IGUALA DE LA INDEPENDENCIA,1496,463,461,
Distrito 22,CHILAPA DE ALVAREZ,IGUALA DE LA INDEPENDENCIA,1548,361,356,
Distrito 22,CHILAPA DE ALVAREZ,IGUALA DE LA INDEPENDENCIA,1556,260,254,
Distrito 23,CHILAPA DE ALVAREZ,COPALILLO,858,3618,3587,
Distrito 23,CHILAPA DE ALVAREZ,IGUALA DE LA INDEPENDENCIA,1543,3123,3086,
Distrito 23,CHILAPA DE ALVAREZ,COPALILLO,859,2630,2612,
Distrito 23,CHILAPA DE ALVAREZ,HUITZUCO DE LOS FIGUEROA,1454,2295,2279,
Distrito 23,CHILAPA DE ALVAREZ,IGUALA DE LA INDEPENDENCIA,1547,2263,2238,
Distrito 23,PUNGARABATO,BUENAVISTA DE CUELLAR,781,1819,1798,
Distrito 23,CHILAPA DE ALVAREZ,HUITZUCO DE LOS FIGUEROA,1449,1765,1745,
Distrito 23,PUNGARABATO,BUENAVISTA DE CUELLAR,778,1735,1709,
Distrito 23,CHILAPA DE ALVAREZ,HUITZUCO DE LOS FIGUEROA,1446,1724,1701,
Distrito 23,CHILAPA DE ALVAREZ,TEPECOACUILCO DE TRUJANO,2423,1704,1689,
Distrito 23,CHILAPA DE ALVAREZ,COPALILLO,862,1680,1662,
Distrito 23,CHILAPA DE ALVAREZ,COPALILLO,867,1584,1555,
Distrito 23,CHILAPA DE ALVAREZ,HUITZUCO DE LOS FIGUEROA,1478,1525,1518,
Distrito 23,CHILAPA DE ALVAREZ,TEPECOACUILCO DE TRUJANO,2448,1483,1467,
Distrito 23,PUNGARABATO,BUENAVISTA DE CUELLAR,780,1440,1410,
Distrito 23,CHILAPA DE ALVAREZ,TEPECOACUILCO DE TRUJANO,2447,1399,1367,
Distrito 23,CHILAPA DE ALVAREZ,IGUALA DE LA INDEPENDENCIA,1550,1345,1324,
Distrito 23,CHILAPA DE ALVAREZ,TEPECOACUILCO DE TRUJANO,2421,1343,1330,
Distrito 23,CHILAPA DE ALVAREZ,HUITZUCO DE LOS FIGUEROA,1477,1318,1302,
Distrito 23,CHILAPA DE ALVAREZ,HUITZUCO DE LOS FIGUEROA,1445,1303,1291,
Distrito 23,CHILAPA DE ALVAREZ,IGUALA DE LA INDEPENDENCIA,1557,1285,1271,
Distrito 23,PUNGARABATO,BUENAVISTA DE CUELLAR,779,1272,1252,
Distrito 23,CHILAPA DE ALVAREZ,ATENANGO DEL RIO,554,1259,1251,
Distrito 23,CHILAPA DE ALVAREZ,HUITZUCO DE LOS FIGUEROA,1453,1223,1214,
Distrito 23,CHILAPA DE ALVAREZ,TEPECOACUILCO DE TRUJANO,2446,1215,1204,
Distrito 23,CHILAPA DE ALVAREZ,HUITZUCO DE LOS FIGUEROA,1455,1184,1180,
Distrito 23,CHILAPA DE ALVAREZ,TEPECOACUILCO DE TRUJANO,2434,1175,1168,
Distrito 23,PUNGARABATO,BUENAVISTA DE CUELLAR,782,1157,1147,
Distrito 23,CHILAPA DE ALVAREZ,HUITZUCO DE LOS FIGUEROA,1452,1156,1148,
Distrito 23,CHILAPA DE ALVAREZ,HUITZUCO DE LOS FIGUEROA,1444,1125,1118,
Distrito 23,CHILAPA DE ALVAREZ,TEPECOACUILCO DE TRUJANO,2420,1121,1114,
Distrito 23,CHILAPA DE ALVAREZ,TEPECOACUILCO DE TRUJANO,2444,1112,1097,
Distrito 23,CHILAPA DE ALVAREZ,HUITZUCO DE LOS FIGUEROA,1479,1108,1100,
Distrito 23,CHILAPA DE ALVAREZ,ATENANGO DEL RIO,553,1107,1095,
Distrito 23,CHILAPA DE ALVAREZ,HUITZUCO DE LOS FIGUEROA,1464,1074,1067,
Distrito 23,PUNGARABATO,BUENAVISTA DE CUELLAR,784,1072,1056,
Distrito 23,CHILAPA DE ALVAREZ,HUITZUCO DE LOS FIGUEROA,1463,1051,1044,
Distrito 23,CHILAPA DE ALVAREZ,IGUALA DE LA INDEPENDENCIA,1562,1048,1028,
Distrito 23,CHILAPA DE ALVAREZ,TEPECOACUILCO DE TRUJANO,2439,1040,1032,
Distrito 23,CHILAPA DE ALVAREZ,TEPECOACUILCO DE TRUJANO,2425,1035,1027,
Distrito 23,CHILAPA DE ALVAREZ,TEPECOACUILCO DE TRUJANO,2433,1030,1019,
Distrito 23,CHILAPA DE ALVAREZ,TEPECOACUILCO DE TRUJANO,2427,1027,1022,
Distrito 23,CHILAPA DE ALVAREZ,HUITZUCO DE LOS FIGUEROA,1465,1026,1019,
Distrito 23,CHILAPA DE ALVAREZ,HUITZUCO DE LOS FIGUEROA,1450,1015,997,
Distrito 23,CHILAPA DE ALVAREZ,HUITZUCO DE LOS FIGUEROA,1447,930,922,
Distrito 23,CHILAPA DE ALVAREZ,ATENANGO DEL RIO,562,915,879,
Distrito 23,CHILAPA DE ALVAREZ,TEPECOACUILCO DE TRUJANO,2445,893,890,
Distrito 23,CHILAPA DE ALVAREZ,HUITZUCO DE LOS FIGUEROA,1469,888,884,
Distrito 23,CHILAPA DE ALVAREZ,HUITZUCO DE LOS FIGUEROA,1451,887,875,
Distrito 23,CHILAPA DE ALVAREZ,TEPECOACUILCO DE TRUJANO,2442,886,875,
Distrito 23,CHILAPA DE ALVAREZ,IGUALA DE LA INDEPENDENCIA,1560,861,832,
Distrito 23,CHILAPA DE ALVAREZ,TEPECOACUILCO DE TRUJANO,2438,842,836,
Distrito 23,CHILAPA DE ALVAREZ,HUITZUCO DE LOS FIGUEROA,1458,835,826,
Distrito 23,CHILAPA DE ALVAREZ,TEPECOACUILCO DE TRUJANO,2424,813,808,
Distrito 23,CHILAPA DE ALVAREZ,IGUALA DE LA INDEPENDENCIA,1558,801,783,
Distrito 23,CHILAPA DE ALVAREZ,HUITZUCO DE LOS FIGUEROA,1473,799,796,
Distrito 23,PUNGARABATO,BUENAVISTA DE CUELLAR,783,787,785,
Distrito 23,CHILAPA DE ALVAREZ,TEPECOACUILCO DE TRUJANO,2430,769,765,
Distrito 23,CHILAPA DE ALVAREZ,HUITZUCO DE LOS FIGUEROA,1448,758,753,
Distrito 23,CHILAPA DE ALVAREZ,IGUALA DE LA INDEPENDENCIA,1564,715,705,
Distrito 23,CHILAPA DE ALVAREZ,HUITZUCO DE LOS FIGUEROA,1456,697,688,
Distrito 23,CHILAPA DE ALVAREZ,TEPECOACUILCO DE TRUJANO,2437,676,665,
Distrito 23,CHILAPA DE ALVAREZ,HUITZUCO DE LOS FIGUEROA,1462,675,669,
Distrito 23,CHILAPA DE ALVAREZ,TEPECOACUILCO DE TRUJANO,2450,672,666,
Distrito 23,CHILAPA DE ALVAREZ,IGUALA DE LA INDEPENDENCIA,1559,667,653,
Distrito 23,CHILAPA DE ALVAREZ,IGUALA DE LA INDEPENDENCIA,1563,660,644,
Distrito 23,CHILAPA DE ALVAREZ,ATENANGO DEL RIO,560,657,650,
Distrito 23,CHILAPA DE ALVAREZ,ATENANGO DEL RIO,561,643,637,
Distrito 23,CHILAPA DE ALVAREZ,IGUALA DE LA INDEPENDENCIA,1552,643,631,
Distrito 23,CHILAPA DE ALVAREZ,HUITZUCO DE LOS FIGUEROA,1474,633,629,
Distrito 23,CHILAPA DE ALVAREZ,TEPECOACUILCO DE TRUJANO,2422,629,621,
Distrito 23,PUNGARABATO,BUENAVISTA DE CUELLAR,785,628,624,
Distrito 23,CHILAPA DE ALVAREZ,TEPECOACUILCO DE TRUJANO,2429,607,605,
Distrito 23,CHILAPA DE ALVAREZ,IGUALA DE LA INDEPENDENCIA,1549,600,588,
Distrito 23,CHILAPA DE ALVAREZ,IGUALA DE LA INDEPENDENCIA,1551,589,585,
Distrito 23,CHILAPA DE ALVAREZ,ATENANGO DEL RIO,563,586,582,
Distrito 23,CHILAPA DE ALVAREZ,TEPECOACUILCO DE TRUJANO,2443,586,574,
Distrito 23,CHILAPA DE ALVAREZ,TEPECOACUILCO DE TRUJANO,2426,566,555,
Distrito 23,CHILAPA DE ALVAREZ,HUITZUCO DE LOS FIGUEROA,1459,556,555,
Distrito 23,CHILAPA DE ALVAREZ,TEPECOACUILCO DE TRUJANO,2431,535,532,
Distrito 23,CHILAPA DE ALVAREZ,ATENANGO DEL RIO,555,532,529,
Distrito 23,CHILAPA DE ALVAREZ,ATENANGO DEL RIO,556,520,517,
Distrito 23,CHILAPA DE ALVAREZ,COPALILLO,863,520,518,
Distrito 23,CHILAPA DE ALVAREZ,HUITZUCO DE LOS FIGUEROA,1472,520,519,
Distrito 23,CHILAPA DE ALVAREZ,HUITZUCO DE LOS FIGUEROA,1460,509,505,
Distrito 23,CHILAPA DE ALVAREZ,COPALILLO,865,480,479,
Distrito 23,CHILAPA DE ALVAREZ,HUITZUCO DE LOS FIGUEROA,1468,480,476,
Distrito 23,CHILAPA DE ALVAREZ,COPALILLO,866,457,455,
Distrito 23,CHILAPA DE ALVAREZ,COPALILLO,864,444,443,
Distrito 23,CHILAPA DE ALVAREZ,COPALILLO,860,424,422,
Distrito 23,CHILAPA DE ALVAREZ,ATENANGO DEL RIO,557,409,406,
Distrito 23,CHILAPA DE ALVAREZ,TEPECOACUILCO DE TRUJANO,2440,408,405,
Distrito 23,CHILAPA DE ALVAREZ,IGUALA DE LA INDEPENDENCIA,1545,382,378,
Distrito 23,CHILAPA DE ALVAREZ,TEPECOACUILCO DE TRUJANO,2428,373,369,
Distrito 23,CHILAPA DE ALVAREZ,IGUALA DE LA INDEPENDENCIA,1548,361,356,
Distrito 23,CHILAPA DE ALVAREZ,COPALILLO,861,356,356,
Distrito 23,CHILAPA DE ALVAREZ,TEPECOACUILCO DE TRUJANO,2441,337,336,
Distrito 23,CHILAPA DE ALVAREZ,TEPECOACUILCO DE TRUJANO,2449,331,329,
Distrito 23,CHILAPA DE ALVAREZ,IGUALA DE LA INDEPENDENCIA,1555,326,324,
Distrito 23,CHILAPA DE ALVAREZ,ATENANGO DEL RIO,559,307,305,
Distrito 23,CHILAPA DE ALVAREZ,TEPECOACUILCO DE TRUJANO,2436,300,298,
Distrito 23,CHILAPA DE ALVAREZ,HUITZUCO DE LOS FIGUEROA,1475,287,284,
Distrito 23,CHILAPA DE ALVAREZ,HUITZUCO DE LOS FIGUEROA,1467,286,284,
Distrito 23,PUNGARABATO,BUENAVISTA DE CUELLAR,787,284,283,
Distrito 23,CHILAPA DE ALVAREZ,HUITZUCO DE LOS FIGUEROA,1471,276,275,
Distrito 23,CHILAPA DE ALVAREZ,IGUALA DE LA INDEPENDENCIA,1554,274,273,
Distrito 23,CHILAPA DE ALVAREZ,TEPECOACUILCO DE TRUJANO,2432,258,253,
Distrito 23,CHILAPA DE ALVAREZ,HUITZUCO DE LOS FIGUEROA,1470,229,225,
Distrito 23,CHILAPA DE ALVAREZ,HUITZUCO DE LOS FIGUEROA,1476,201,201,
Distrito 23,PUNGARABATO,BUENAVISTA DE CUELLAR,786,197,196,
Distrito 23,CHILAPA DE ALVAREZ,HUITZUCO DE LOS FIGUEROA,1466,183,180,
Distrito 23,PUNGARABATO,BUENAVISTA DE CUELLAR,788,178,178,
Distrito 23,CHILAPA DE ALVAREZ,TEPECOACUILCO DE TRUJANO,2435,159,158,
Distrito 23,CHILAPA DE ALVAREZ,HUITZUCO DE LOS FIGUEROA,1461,150,149,
Distrito 23,CHILAPA DE ALVAREZ,HUITZUCO DE LOS FIGUEROA,1457,125,125,
Distrito 23,CHILAPA DE ALVAREZ,IGUALA DE LA INDEPENDENCIA,1561,106,106,